x,y,z
-12.817,6.592,2.258
5.432,-32.898,7.629
76.843,-74.585,13.0
-18.982,-24.536,56.335
93.689,-34.424,22.522
41.687,-80.872,49.683
3.784,-9.46,6.836
0.183,-1.343,-0.427
-0.366,-0.305,0.488
-25.024,-1.648,-8.179
23.682,32.959,6.653
-17.517,15.015,-10.498
-11.78,-9.888,4.272
22.217,-19.348,25.696
19.653,15.137,7.08
-22.278,4.822,-27.344
-9.705,-26.855,9.338
13.916,30.945,5.859
-0.305,19.043,39.246
-12.024,15.381,15.869
1.892,-22.522,-11.719
0.305,-3.113,-0.488
15.076,-43.152,31.189
2.136,-16.113,-10.376
-17.7,-35.583,1.465
-65.369,-169.739,-64.819
34.668,31.433,36.621
53.772,58.594,18.86
-24.414,-12.268,40.955
14.099,45.715,30.518
21.362,17.09,17.761
7.69,-2.991,6.042
-37.292,-31.372,-7.446
-4.272,-2.075,6.042
-7.935,-22.034,4.272
0.0,31.555,10.559
-12.512,25.94,5.737
-6.714,-7.141,0.122
-26.062,-13.367,12.695
15.625,93.201,12.939
-18.433,21.24,8.179
-3.296,15.564,1.038
26.001,-31.616,-2.991
-0.366,-1.465,-0.671
2.747,1.038,-0.916
-27.649,35.645,13.062
7.385,-4.272,-2.075
-0.854,2.563,0.854
2.747,-5.493,-1.831
-12.512,8.972,2.502
-0.427,1.709,1.038
5.737,-8.667,-3.174
2.625,-9.521,21.912
0.366,-1.038,12.512
5.737,3.052,-6.592
3.967,-7.324,0.549
4.883,-3.784,15.442
-1.831,2.991,1.648
3.174,2.136,-1.892
2.38,-2.686,0.916
37.415,-32.41,-7.935
5.737,9.399,-23.987
1.16,-13.0,9.033
-7.019,9.644,3.54
-4.028,6.653,-5.249
3.845,2.869,-1.343
-14.404,31.86,-0.977
1.709,3.723,-9.521
104.187,103.455,26.855
-242.981,219.91,-22.705
-1.404,18.066,7.141
-4.7,9.46,-23.682
-41.077,-48.706,-2.075
-10.437,34.302,22.827
7.446,-7.202,-3.479
3.052,-3.845,0.0
-1.16,1.831,0.183
-0.854,-2.014,0.0
-0.793,-3.906,1.465
0.549,-0.427,0.122
-0.488,-1.709,-1.709
-11.78,3.113,11.475
7.996,-22.766,-9.46
1.953,-7.141,4.272
-17.944,-26.184,-20.203
-6.836,-6.104,7.202
-1.526,0.916,-0.427
0.854,0.244,0.671
0.0,-2.625,2.808
9.521,-9.033,1.038
1.404,-1.526,0.916
-2.625,0.427,0.122
11.292,-5.31,-30.945
-4.272,18.372,2.686
14.526,1.831,27.832
-35.522,79.224,8.606
0.61,-5.92,-7.69
0.916,-1.282,0.916
0.427,2.075,1.16
-11.658,35.095,7.385
-8.545,-50.476,-11.719
18.738,-17.517,27.405
-8.545,39.917,20.081
14.343,48.95,14.709
-111.816,6.958,-60.791
-2.686,-7.446,-4.272
-3.723,-14.16,7.202
32.654,-3.54,-7.263
-1.587,-11.963,0.671
-1.892,43.884,-25.33
7.69,1.77,6.409
-6.836,-2.136,1.648
3.479,0.183,-6.409
-2.808,-1.099,0.0
-62.927,7.08,-0.732
11.414,-4.517,-1.282
1.099,1.038,0.366
1.709,-1.221,0.0
0.244,-1.404,0.305
-0.977,-0.244,0.061
-6.47,-7.446,12.268
4.639,-63.599,-10.986
4.944,0.793,-4.7
15.991,15.747,-2.258
38.147,14.893,-8.301
-68.848,-10.437,5.554
5.737,5.31,-8.423
37.292,-10.01,-1.465
-11.78,-5.859,-0.183
-2.563,-0.793,14.648
13.123,1.221,6.775
-12.756,-1.099,5.554
6.287,1.953,2.93
17.7,10.803,-8.423
-23.01,-6.714,6.592
-0.916,-0.977,0.244
-0.61,-0.488,0.0
-0.183,-4.822,0.916
26.794,-0.854,-16.785
3.235,-66.223,-22.461
-53.528,-12.39,-5.31
10.071,4.272,2.502
-43.03,-6.104,33.264
5.798,-7.08,0.061
46.631,-8.728,-1.404
9.46,31.006,6.042
1.526,-1.526,2.319
40.71,16.235,-12.024
-26.917,-14.954,15.808
-9.888,-35.156,-13.977
-1.526,2.686,-5.737
9.033,-16.174,7.202
-3.601,16.541,11.841
10.742,-28.931,9.46
2.014,-2.319,0.916
-1.465,-0.977,-0.061
2.747,-0.854,-0.671
-15.32,3.052,4.883
4.395,-4.333,-2.197
-6.836,4.272,4.089
2.136,31.982,16.174
-1.587,11.536,1.831
1.648,-3.906,-0.061
1.099,5.798,4.028
2.319,3.296,4.211
-6.042,-7.874,-8.911
1.465,0.061,0.732
3.418,10.437,6.104
-3.235,-1.526,-1.648
-13.55,-18.188,-38.879
-2.136,9.094,-4.761
-3.723,2.686,0.305
4.272,-3.601,-0.488
1.038,-0.549,-0.549
8.301,2.38,-0.305
0.183,3.235,-3.662
-4.761,10.803,9.888
-9.033,-12.756,14.893
-93.811,248.413,-13.0
9.399,57.922,-24.292
29.175,8.667,6.47
0.366,5.615,6.042
0.916,3.54,0.122
1.343,0.977,-1.892
-29.114,-22.766,1.038
38.635,23.193,12.329
-18.005,-16.174,-33.752
3.479,39.429,-1.099
-23.621,22.827,29.602
33.447,-37.537,-6.104
8.484,6.958,8.484
-17.944,40.955,-3.723
-12.146,-4.883,-1.77
13.977,-8.423,2.441
91.125,-5.432,-11.536
51.575,4.639,-20.874
-20.081,1.892,-16.235
-35.034,1.099,-23.865
8.606,26.245,2.136
-1.343,51.636,-45.898
-18.982,-33.752,-17.212
-6.287,0.427,-4.944
3.235,12.329,0.732
3.174,94.482,-55.298
21.179,-83.008,77.515
0.61,-7.08,3.845
-2.686,-0.183,1.16
13.916,47.363,-8.118
-2.747,-7.446,-6.592
28.625,36.56,-14.16
0.549,1.099,-0.732
-125.366,124.084,9.705
-6.714,-54.871,-7.385
0.916,-11.658,4.272
-58.838,7.019,54.382
-7.69,14.038,-7.141
5.127,-30.151,-6.592
-7.751,3.296,-6.531
-12.451,-29.541,-36.316
-18.25,-82.214,29.968
19.287,-31.128,70.007
14.648,-30.334,10.132
-7.751,49.561,-10.925
-59.204,54.993,29.419
-9.094,13.0,13.306
20.386,-24.719,9.277
-6.104,3.418,6.409
-1.404,4.089,2.747
2.014,-2.197,-1.648
-2.991,-5.371,2.563
-3.906,1.953,-5.859
-0.183,31.189,-0.183
8.545,99.976,21.667
21.24,-12.695,-31.799
-10.01,-4.456,-23.376
-35.583,-126.16,72.754
8.057,-47.791,-12.939
9.949,-3.235,-7.507
-16.052,37.903,16.724
3.113,-41.687,7.263
-19.714,-4.089,1.16
-10.925,-44.8,24.841
-7.935,-9.583,-7.935
-2.197,14.221,-5.005
5.676,-82.886,15.93
-12.634,-21.179,6.042
-15.503,27.649,-10.925
88.318,4.944,3.601
22.034,-3.235,6.104
5.249,-5.371,1.404
-4.211,5.798,5.859
8.606,33.813,-9.216
25.391,23.987,-4.272
3.052,-7.812,5.249
-0.732,-9.46,4.456
4.15,-14.099,-2.014
19.958,26.062,-2.869
0.916,1.404,-0.244
42.358,134.277,-34.363
11.108,5.31,1.099
-9.644,-22.827,2.747
1.221,-3.967,-1.465
0.916,-24.536,-5.31
-19.226,52.307,-1.831
-20.02,43.274,-4.211
-5.249,-65.247,-12.085
1.892,-41.504,-2.136
1.343,-3.601,-1.77
0.366,-0.366,-1.648
6.958,-22.156,13.611
-1.709,-1.831,-4.944
0.61,-0.854,2.747
0.183,5.737,3.54
2.136,-11.108,3.479
-12.146,-29.785,-5.188
17.395,-40.283,-6.409
-1.282,12.939,2.869
-6.165,-2.93,0.305
-3.113,-15.076,-1.343
3.845,-23.804,-2.747
3.052,3.052,0.854
4.395,5.798,1.648
1.16,25.269,-0.061
6.653,-7.751,-4.883
20.386,-12.512,4.944
12.939,42.297,-14.404
-5.92,42.847,-1.831
-9.949,53.833,0.305
-11.719,36.804,-1.953
-7.019,12.207,-4.639
-9.766,17.883,-0.854
1.038,10.742,-3.418
-3.174,-15.32,-1.16
-3.845,-14.832,-3.052
-31.494,-35.828,22.4
-123.535,6.348,-11.292
-132.507,-29.114,-11.841
-3.174,-21.057,0.793
9.033,-2.93,6.653
1.77,17.822,4.272
-0.061,1.709,-8.789
3.845,-63.293,-3.784
6.409,54.504,-19.531
101.44,-35.034,-2.991
-104.797,23.56,-11.292
-21.362,-32.043,5.859
-7.812,-43.152,-4.089
13.733,9.338,-11.047
-10.498,3.113,-6.531
43.945,-28.87,17.944
-1.526,-2.563,1.709
10.437,6.165,-1.77
9.216,48.34,6.042
47.302,6.531,18.921
-11.292,-28.076,14.343
7.202,12.817,-16.968
-182.922,-85.388,-3.906
5.798,26.245,4.578
12.878,-18.86,-19.104
-4.517,10.071,18.188
4.761,-28.381,3.906
2.625,9.888,5.92
50.476,-131.042,80.078
-230.53,61.035,-19.653
-3.479,-39.001,-5.188
16.663,-22.522,-15.991
55.603,-10.315,9.827
8.24,-32.227,20.691
7.385,-27.954,-2.563
-12.939,-23.499,-3.784
4.272,5.798,-24.719
7.935,2.808,-18.066
-9.46,5.432,-1.465
2.38,0.183,-0.366
-69.214,29.968,-11.536
20.569,55.481,-11.719
17.883,46.326,-71.045
6.653,2.014,-1.648
11.78,-55.298,-19.958
15.747,50.049,-20.447
-44.373,4.7,-16.968
5.798,3.418,-2.625
-2.319,-7.629,-7.263
51.331,33.447,-36.865
118.958,-42.725,28.015
63.721,-27.588,19.226
-177.49,63.843,-26.672
63.721,-45.715,14.648
26.184,-1.526,7.324
18.982,0.793,9.766
-110.596,48.34,-13.733
57.739,-0.732,2.38
-12.207,102.6,28.687
-11.353,1.465,-16.663
-5.188,-26.733,-12.024
6.775,8.484,0.61
46.57,4.7,11.841
46.448,3.845,17.09
-178.345,4.7,-19.714
7.385,-13.367,0.549
7.629,1.343,0.244
12.512,1.831,9.521
-59.814,40.833,-7.324
-4.089,-26.367,5.127
15.259,33.203,25.452
37.048,68.97,23.56
145.081,9.277,47.424
9.46,22.949,-13.916
1.77,-37.048,4.761
17.822,20.447,-4.7
-6.592,48.157,-19.958
-41.87,-3.601,-17.456
35.889,-12.634,1.831
-22.583,32.471,14.465
16.418,70.496,-5.371
-10.01,-3.052,29.907
1.465,32.532,4.333
11.108,45.532,21.973
-144.104,64.88,-29.541
4.272,-3.723,-1.709
-14.343,-27.039,2.258
49.072,16.113,12.512
-25.085,-10.986,49.805
0.427,1.709,-6.531
75.5,22.888,-4.395
84.412,-19.775,6.653
7.324,-5.127,-15.869
-5.493,16.296,3.357
18.738,-0.977,45.715
-11.902,22.827,-19.104
-29.236,-1.16,-9.399
-110.474,62.622,-161.194
-14.038,-13.977,7.385
-7.629,-155.701,-21.179
-268.677,110.352,-82.397
3.174,14.404,13.55
9.338,17.395,12.451
22.4,26.306,5.737
-31.189,-66.223,-6.348
-13.855,-16.113,7.324
14.709,19.47,4.333
26.794,-41.504,7.08
21.484,-0.732,-23.926
-26.733,-1.282,-6.042
10.132,8.85,5.859
10.986,14.343,-7.08
-8.118,-7.812,0.244
44.617,13.306,18.86
-13.306,-37.231,1.526
-3.052,-4.517,-22.644
-20.813,2.502,-4.089
6.653,-46.692,6.409
1.282,13.916,0.366
1.892,-0.671,33.447
8.179,-6.775,-2.563
21.118,-5.737,-0.793
125.305,20.081,-60.059
15.442,34.668,20.752
-43.579,-5.737,-2.686
-4.517,23.376,-1.709
-13.855,32.776,5.737
12.695,-36.682,-7.568
11.169,-35.767,2.869
-4.944,9.583,-0.977
11.658,21.545,-12.268
-6.775,20.63,0.0
-14.526,-6.714,13.0
7.751,-28.32,0.061
3.479,2.625,-6.104
20.02,1.953,-0.244
-12.817,4.028,18.25
14.709,1.587,-16.724
79.468,-25.269,-26.794
-7.69,19.409,1.892
23.865,-53.772,-10.986
9.766,6.409,-0.244
5.432,-31.25,-17.09
-17.822,6.409,6.836
-9.644,-20.447,21.301
20.203,-15.991,-22.949
-14.893,-2.563,10.315
4.578,2.625,-7.629
-17.456,77.942,21.545
-13.794,64.453,25.452
-8.728,5.981,2.258
10.071,-15.625,-12.634
12.878,13.916,20.02
-4.089,49.988,-8.667
6.836,11.841,2.563
-28.015,14.709,1.892
26.428,-5.798,-58.044
5.31,28.748,-26.001
-47.363,-2.38,-2.014
20.63,-12.573,0.793
-8.728,1.892,5.859
-22.705,-5.188,-10.193
-199.219,-20.935,33.02
44.983,-2.258,-4.211
16.418,15.259,7.874
-7.812,9.216,8.911
3.784,-0.244,-1.282
6.958,28.87,-4.456
-15.747,1.953,3.845
19.653,45.044,-19.287
8.606,17.639,-3.906
-4.883,-4.089,-1.77
1.465,5.432,-1.343
4.578,0.793,-20.325
17.151,13.123,0.244
-262.573,209.656,-105.53
12.024,227.295,-93.14
-76.111,37.354,-40.283
-13.123,-8.972,-6.897
5.31,9.46,2.991
-5.676,-5.188,5.371
-1.77,15.686,-15.869
-1.587,-4.272,4.456
0.305,-4.395,2.136
25.879,56.396,-35.217
141.602,10.681,71.533
19.775,-34.668,-51.758
9.521,7.812,3.174
-7.202,-52.856,8.423
-2.197,-1.709,11.536
-10.376,8.057,11.23
143.982,-22.461,-104.187
-10.803,47.668,3.296
-7.385,15.93,-1.648
-0.061,2.991,-7.202
-0.732,-17.822,0.916
3.662,-4.395,1.16
5.676,4.15,5.493
-5.737,3.784,-2.38
-13.55,20.874,-11.841
3.174,0.793,-1.953
25.33,45.654,9.521
1.526,-11.353,0.61
-57.495,22.766,13.733
4.333,4.639,1.221
-6.714,-9.46,1.282
-0.549,-4.7,-5.249
-5.92,-6.836,7.812
51.453,-35.706,-11.597
-20.752,-62.927,72.083
15.076,1.099,-8.179
22.095,0.061,-28.259
-50.598,26.001,-38.696
-12.024,6.287,-9.277
14.465,70.557,-38.147
40.894,21.484,49.194
-3.906,-8.667,-7.324
-7.874,2.136,-0.793
7.751,57.373,-15.564
1.221,0.732,-0.854
-17.09,0.122,-1.648
-2.747,0.244,0.549
-10.742,2.808,-2.563
-7.019,0.366,-5.798
-123.535,-48.767,-9.216
-7.08,7.263,2.808
2.991,-0.183,-5.615
24.292,17.395,6.531
-11.475,-13.855,2.563
3.296,-5.31,-0.61
-13.123,-2.502,1.587
1.282,-9.888,-1.465
1.038,3.845,-0.793
2.625,10.925,-2.563
-4.333,-13.733,0.061
1.587,-6.653,0.977
24.658,4.761,-15.381
0.061,32.166,-14.404
32.043,16.968,-45.166
-0.732,-1.587,-4.395
-0.671,-5.981,1.282
-2.502,-4.761,0.977
-0.488,-1.404,-0.061
2.075,1.526,-1.282
-0.732,1.892,-1.038
156.494,42.297,-30.029
-3.723,35.095,16.052
-7.019,6.165,-8.24
19.592,5.798,-9.399
-0.549,-18.188,-0.916
0.122,-11.536,-2.441
0.732,-0.427,-1.221
-3.052,-4.395,1.404
-3.601,-11.475,-0.793
0.305,-0.61,0.61
-0.61,-0.427,-0.549
-0.122,2.808,-0.488
1.16,-3.967,-3.906
-4.272,-1.282,0.671
-0.122,2.014,-0.122
0.122,0.61,-0.549
0.366,0.916,-0.244
-0.122,-1.038,0.122
0.061,-0.793,-0.305
-0.061,0.305,-0.671
7.568,-4.272,-4.639
-0.671,-1.648,-1.343
0.793,-0.183,-1.099
0.0,-5.249,2.075
-0.061,-3.113,-1.831
-0.122,5.31,0.854
-0.549,2.38,-1.343
0.122,-1.16,0.305
0.244,-10.071,1.099
-0.244,-15.747,2.93
-4.944,-4.7,1.709
4.517,6.958,-4.7
-2.625,14.587,-2.319
2.136,14.771,-3.784
2.686,8.179,-0.793
3.784,-10.986,2.075
11.719,27.1,1.953
8.423,25.757,-14.771
-21.851,-20.996,-13.55
0.305,5.249,1.404
0.732,14.221,-0.977
-2.075,2.258,-0.244
0.0,18.738,12.634
0.732,2.991,2.93
9.705,9.583,1.343
-0.061,-6.165,-3.906
-17.517,-28.137,-21.912
1.953,3.662,-0.732
-8.911,3.662,8.667
14.954,32.959,16.907
0.0,-5.493,0.61
-4.211,-10.315,-2.502
3.235,2.747,-1.465
-2.625,-1.343,-0.549
0.977,2.686,-1.16
-1.526,2.258,-1.526
5.676,2.869,-0.488
4.089,5.432,-2.136
2.869,-9.033,28.748
-6.226,-10.681,35.461
-10.132,-4.7,-44.922
25.574,-27.222,19.775
32.166,43.579,-185.486
-7.629,66.65,-33.997
34.119,114.746,-9.094
0.183,-0.61,-0.366
0.122,-0.549,-0.305
0.305,-0.671,-0.61
0.549,-1.282,-9.338
0.183,-0.549,-0.244
0.183,-0.549,-0.305
-0.122,-0.549,-12.878
-0.305,-0.488,-0.427
0.122,-0.549,-0.305
0.244,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.305
0.183,-0.549,-0.244
0.305,-0.488,-0.244
0.183,-0.549,-0.244
0.183,-0.549,-0.305
0.183,-0.549,-0.244
0.061,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.549,-0.244
0.122,-0.549,-0.305
0.183,-0.549,-0.305
0.183,-0.549,-0.305
0.183,-0.549,-0.244
0.122,-0.549,-0.305
0.183,-0.488,-0.244
0.244,-0.549,-0.305
0.305,-0.549,-0.183
0.183,-0.488,-0.305
0.183,-0.549,-0.244
0.305,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.244,-0.488,-0.244
0.122,-0.549,-0.244
0.183,-0.488,-0.244
0.305,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.244,-0.488,-0.244
0.183,-0.488,-0.305
0.183,-0.488,-0.244
-0.305,-0.549,-0.244
0.0,-0.549,-0.244
0.305,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.549,-0.244
0.183,-0.488,-0.183
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.549,-0.244
0.122,-0.549,-0.244
0.061,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.244,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.305
0.183,-0.488,-0.244
0.122,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.183
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.427,-0.244
0.122,-0.549,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
-0.61,-0.488,-0.183
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.549,-0.183
0.244,-0.549,-0.244
0.061,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.549,-0.244
0.183,-0.488,-0.305
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
-1.526,-1.648,-1.221
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.061,-0.488,-0.244
0.183,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.183
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.183,-0.427,-0.244
0.122,-0.427,-0.244
0.122,-0.427,-0.183
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.549,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.183,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.122,-0.488,-0.244
0.183,-0.427,-0.183
0.183,-0.427,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.183
0.122,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.183
0.122,-0.488,-0.244
0.183,-0.427,-0.183
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.183
0.122,-0.427,-0.183
0.122,-0.427,-0.244
0.122,-0.427,-0.244
0.122,-0.488,-0.244
0.0,-0.427,-0.244
0.244,-0.61,-0.122
0.061,-0.488,-0.244
-0.061,-0.671,-2.197
0.0,-0.427,-0.244
0.183,-0.427,-0.244
0.061,-0.427,-0.244
0.122,-0.427,-0.183
0.061,-0.488,-0.244
-0.122,-0.427,-0.183
0.183,-0.488,-0.244
0.061,-0.488,-0.244
0.183,-0.427,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.427,-0.244
0.183,-0.488,-0.244
0.061,-0.488,-0.244
0.244,-0.427,-0.244
0.122,-0.488,-0.244
0.061,-0.488,-0.244
0.122,-0.488,-0.244
0.061,-0.427,-0.244
0.0,-0.488,-0.244
0.122,-0.488,-0.244
0.061,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.427,-0.244
0.122,-0.488,-0.183
1.099,-0.549,-2.747
0.061,-0.427,-0.183
0.183,-0.488,-0.244
0.061,-0.427,-0.183
0.061,-0.427,-0.183
0.061,-0.488,-0.244
0.183,-0.488,-0.183
0.244,-0.488,-0.244
-0.183,-0.488,-0.183
0.183,-0.488,-0.244
0.061,-0.488,-0.183
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.183
0.122,-0.427,-0.183
0.122,-0.427,-0.183
0.061,-0.427,-0.183
0.122,-0.427,-0.244
0.061,-0.427,-0.183
0.183,-0.488,-0.244
0.122,-0.427,-0.244
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.122,-0.488,-0.183
0.061,-0.488,-0.183
0.122,-0.427,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.183,-0.488,-0.244
0.0,-0.488,-0.244
0.061,-0.427,-0.244
0.122,-0.366,-0.244
-0.427,-0.488,-0.244
0.183,-0.488,-0.244
0.61,-0.488,-0.244
0.183,-0.488,-0.244
0.183,-0.427,-0.244
0.0,-0.488,-0.183
-0.061,-0.427,-0.183
0.183,-0.427,-0.183
0.183,-0.488,-0.244
0.122,-0.427,-0.244
0.183,-0.488,-0.244
0.0,-0.488,-0.244
0.244,-0.427,-0.244
0.122,-0.488,-0.183
0.183,-0.488,-0.244
-0.183,-0.549,-0.244
0.183,-0.488,-0.183
0.183,-0.488,-0.244
0.122,-0.488,-0.244
0.061,-0.488,-0.183
0.183,-0.427,-0.244
0.0,-0.488,-0.244
0.122,-0.488,-0.244
0.671,-0.427,-0.244
0.183,-0.488,-0.305
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.427,-0.183
0.244,-0.488,-0.183
0.549,-0.427,-0.183
0.122,-0.488,-0.244
0.183,-0.488,-0.183
0.122,-0.488,-0.244
0.122,-0.427,-0.244
0.061,-0.427,-0.183
0.122,-0.427,-0.244
0.122,-0.488,-0.183
0.122,-0.488,-0.244
0.061,-0.427,-0.183
0.183,-0.488,-0.183
0.122,-0.488,-0.244
0.183,-0.427,-0.183
0.061,-0.488,-0.244
0.061,-0.488,-0.183
0.183,-0.427,-0.244
0.244,-0.427,-0.183
0.244,-0.488,-0.183
0.0,-0.488,-0.244
0.061,-0.427,-0.244
0.183,-0.427,-0.244
0.061,-0.488,-0.244
0.122,-0.488,-0.244
0.122,-0.488,-0.183
0.366,-1.221,0.366
-0.061,-0.488,-0.122
0.122,-0.427,-0.244
0.061,-0.427,-0.122
0.061,-0.488,-0.244
2.808,-1.221,-3.418
