Timestamp,X,Y,Z
2025-05-05 20:35:44.864511,0,0,0
2025-05-05 20:35:44.867734,-0.0399627685546875,-0.0551300048828125,-0.992889404296875
2025-05-05 20:35:45.889917,-0.0408477783203125,-0.0558929443359375,-0.99273681640625
2025-05-05 20:35:48.512490,-0.0388031005859375,-0.05596923828125,-0.9935150146484375
2025-05-05 20:35:49.562501,-0.041046142578125,-0.055816650390625,-0.9951629638671875
2025-05-05 20:35:50.596211,-0.041595458984375,-0.0555572509765625,-0.99444580078125
2025-05-05 20:35:51.650727,-0.0418243408203125,-0.0558319091796875,-0.9936676025390625
2025-05-05 20:35:52.653122,-0.04180908203125,-0.0561981201171875,-0.99444580078125
2025-05-05 20:35:53.706564,-0.0420074462890625,-0.055999755859375,-0.9930877685546875
2025-05-05 20:35:54.711569,-0.04266357421875,-0.0565185546875,-0.994049072265625
2025-05-05 20:35:55.762123,-0.0426025390625,-0.0561676025390625,-0.9915771484375
2025-05-05 20:35:56.783893,-0.0418548583984375,-0.05657958984375,-0.992462158203125
2025-05-05 20:35:58.847618,-0.042755126953125,-0.0560302734375,-0.9945220947265625
2025-05-05 20:35:59.900797,-0.041748046875,-0.055694580078125,-0.99346923828125
2025-05-05 20:36:00.853447,-0.0415802001953125,-0.0557098388671875,-0.9923858642578125
2025-05-05 20:36:01.893788,-0.04168701171875,-0.0557708740234375,-0.99298095703125
2025-05-05 20:36:03.004431,-0.0419464111328125,-0.0561370849609375,-0.9945220947265625
2025-05-05 20:36:04.027063,-0.040374755859375,-0.0562744140625,-0.9931640625
2025-05-05 20:36:05.046027,-0.039581298828125,-0.0558319091796875,-0.9945526123046875
2025-05-05 20:36:06.049870,-0.037841796875,-0.0590972900390625,-0.976654052734375
2025-05-05 20:36:07.068700,-1.21807861328125,-0.2480316162109375,-3.282440185546875
2025-05-05 20:36:08.098408,-0.0996856689453125,0.3495025634765625,0.57513427734375
2025-05-05 20:36:09.111831,1.4112548828125,-0.06304931640625,-2.0733489990234375
2025-05-05 20:36:10.124324,-0.0305023193359375,1.865386962890625,-4.117401123046875
2025-05-05 20:36:11.158076,7.821990966796875,3.8113555908203125,-1.5287933349609375
2025-05-05 20:36:12.208177,-1.7054443359375,-1.6122589111328125,-6.97991943359375
2025-05-05 20:36:13.223583,1.6224517822265625,0.8950347900390625,-3.8465118408203125
2025-05-05 20:36:14.242276,0.836700439453125,1.6247711181640625,-0.55596923828125
2025-05-05 20:36:15.276483,6.092041015625,-1.94696044921875,-2.9721527099609375
2025-05-05 20:36:16.301252,-3.05242919921875,4.779449462890625,0.9240875244140625
2025-05-05 20:36:17.335274,5.5012054443359375,-1.467864990234375,-2.69842529296875
2025-05-05 20:36:18.368504,-2.6506195068359375,4.3641357421875,-0.3990631103515625
2025-05-05 20:36:19.382246,5.5665740966796875,1.527862548828125,-5.5176849365234375
2025-05-05 20:36:20.388458,-2.8030853271484375,3.6330108642578125,0.5706634521484375
2025-05-05 20:36:21.433093,4.947662353515625,0.4192962646484375,-4.0761260986328125
2025-05-05 20:36:22.487021,-0.785552978515625,2.0101776123046875,-0.2528228759765625
2025-05-05 20:36:23.514597,2.0084381103515625,3.5425262451171875,-2.910247802734375
2025-05-05 20:36:24.545619,0.74578857421875,0.13458251953125,-1.234100341796875
2025-05-05 20:36:25.611418,-0.13787841796875,-0.334228515625,-0.8503570556640625
2025-05-05 20:36:26.658996,0.3061370849609375,-0.1817626953125,-1.0350189208984375
2025-05-05 20:36:27.680132,-0.0792999267578125,-0.3367919921875,-0.8336029052734375
2025-05-05 20:36:28.727622,0.0807037353515625,-0.092437744140625,-1.0474853515625
2025-05-05 20:36:29.732016,0.0536041259765625,-0.114410400390625,-1.01519775390625
2025-05-05 20:36:30.735015,-0.1487274169921875,-0.26654052734375,-0.9521331787109375
2025-05-05 20:36:31.740254,-0.0419769287109375,-0.089141845703125,-0.997100830078125
2025-05-05 20:36:32.757634,0.117401123046875,-0.141998291015625,-0.9811859130859375
2025-05-05 20:36:33.791810,-0.08544921875,-0.2913360595703125,-0.9485931396484375
2025-05-05 20:36:34.812809,0.1457366943359375,-0.1640777587890625,-0.9812469482421875
2025-05-05 20:36:35.862274,0.0852508544921875,-0.04498291015625,-1.02850341796875
2025-05-05 20:36:36.883872,-0.1681671142578125,-0.2444000244140625,-0.9185791015625
2025-05-05 20:36:37.907322,-0.026123046875,-0.0244140625,-1.040252685546875
2025-05-05 20:36:38.931817,0.0399322509765625,-0.1324462890625,-1.0075225830078125
2025-05-05 20:36:39.939062,-0.261932373046875,-0.130645751953125,-0.9100189208984375
2025-05-05 20:36:40.981579,0.0702362060546875,-0.15228271484375,-0.9981689453125
2025-05-05 20:36:42.001758,-0.1434783935546875,-0.086456298828125,-0.9671173095703125
2025-05-05 20:36:43.025076,0.0503692626953125,-0.0149688720703125,-1.0442962646484375
2025-05-05 20:36:44.005308,-0.203460693359375,-0.1195526123046875,-1.0014190673828125
2025-05-05 20:36:45.085699,0.0353851318359375,-0.1246490478515625,-0.9999847412109375
2025-05-05 20:36:46.119098,-0.080047607421875,-0.02239990234375,-0.986114501953125
2025-05-05 20:36:47.173408,0.3432769775390625,0.117645263671875,-1.078125
2025-05-05 20:36:48.224423,-0.0768280029296875,-0.085540771484375,-0.9721221923828125
2025-05-05 20:36:49.271401,0.176727294921875,-0.136749267578125,-0.987152099609375
2025-05-05 20:36:50.271386,-0.3542633056640625,-0.0552978515625,-0.8910980224609375
2025-05-05 20:36:51.320587,0.1908721923828125,-0.2292938232421875,-0.981109619140625
